Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Wileen,@wkobiashimaru,2023-03-11T00:23:07.000Z,,,,"Monday, Monday, so good to me
Monday mornin', it was all I hoped it would be, as I buy more #TSLA "
Simpetoshi Nakamoto,@Simpetoshi,2023-03-11T00:22:22.000Z,,,,"Is 
@BillyM2k
 the biggest simp in the world? #TSLA #ELON #SIMP"
